year,state,state_po,candidate,party,candidatevotes,totalvotes
2012,Utah,UT,"Anderson, Ross Carl """"Rocky""""",justice,5335,1017440
2012,Utah,UT,"Stein, Jill",green,3817,1017440
2012,Utah,UT,"Goode, Virgil Hamlin, Jr.",constitution party,2871,1017440
2012,Utah,UT,,no party affiliation,393,1017440
2012,Utah,UT,,,39,1017440
2012,Vermont,VT,"Obama, Barack H.",democrat,199239,299290
2012,Vermont,VT,"Romney, Mitt",republican,92698,299290
2012,Vermont,VT,"Johnson, Gary",libertarian,3487,299290
2012,Vermont,VT,,,2043,299290
2012,Vermont,VT,"Anderson, Ross Carl """"Rocky""""",justice,1128,299290
2012,Vermont,VT,"Lindsay, Peta",socialism and liberation party,695,299290
2012,Virginia,VA,"Obama, Barack H.",democrat,1971820,3854489
2012,Virginia,VA,"Romney, Mitt",republican,1822522,3854489
2012,Virginia,VA,"Johnson, Gary",libertarian,31216,3854489
2012,Virginia,VA,"Goode, Virgil Hamlin, Jr.",constitution party,13058,3854489
2012,Virginia,VA,"Stein, Jill",green,8627,3854489
2012,Virginia,VA,,,7246,3854489
2012,Washington,WA,"Obama, Barack H.",democrat,1755396,3125516
2012,Washington,WA,"Mitt, Romney",republican,1290670,3125516
2012,Washington,WA,"Johnson, Gary",libertarian,42202,3125516
2012,Washington,WA,"Stein, Jill",green,20928,3125516
2012,Washington,WA,"Goode, Virgil Hamlin, Jr.",constitution party,8851,3125516
2012,Washington,WA,"Anderson, Ross Carl """"Rocky""""",justice,4946,3125516
2012,Washington,WA,"Lindsay, Peta",socialism and liberation party,1318,3125516
2012,Washington,WA,"Harris, James",socialist workers,1205,3125516
2012,West Virginia,WV,"Romney, Mitt",republican,417655,670438
2012,West Virginia,WV,"Obama, Barack H.",democrat,238269,670438
2012,West Virginia,WV,"Johnson, Gary",libertarian,6302,670438
2012,West Virginia,WV,"Stein, Jill",mountain party,4406,670438
2012,West Virginia,WV,,no party affiliation,3806,670438
2012,Wisconsin,WI,"Obama, Barack H.",democrat,1620985,3071434
2012,Wisconsin,WI,"Romney, Mitt",republican,1410966,3071434
2012,Wisconsin,WI,,independent,29383,3071434
2012,Wisconsin,WI,Scattering,,5170,3071434
2012,Wisconsin,WI,"Goode, Virgil Hamlin, Jr.",constitution party,4930,3071434
2012,Wyoming,WY,"Romney, Mitt",republican,170962,250701
2012,Wyoming,WY,"Obama, Barack H.",democrat,69286,250701
2012,Wyoming,WY,"Johnson, Gary",libertarian,5326,250701
2012,Wyoming,WY,,,2035,250701
2012,Wyoming,WY,"Goode, Virgil Hamlin, Jr.",constitution party,1452,250701
2012,Wyoming,WY,Blank Vote,,1367,250701
2012,Wyoming,WY,Over Vote,,273,250701
2016,Alabama,AL,"Trump, Donald J.",republican,1318255,2123372
2016,Alabama,AL,"Clinton, Hillary",democrat,729547,2123372
2016,Alabama,AL,"Johnson, Gary",libertarian,44467,2123372
2016,Alabama,AL,,,21712,2123372
2016,Alabama,AL,"Stein, Jill",green,9391,2123372
2016,Alaska,AK,"Trump, Donald J.",republican,163387,318608
2016,Alaska,AK,"Clinton, Hillary",democrat,116454,318608
2016,Alaska,AK,"Johnson, Gary",libertarian,18725,318608
2016,Alaska,AK,,,9201,318608
2016,Alaska,AK,"Stein, Jill",green,5735,318608
2016,Alaska,AK,"Castle, Darrell L.",constitution party,3866,318608
2016,Alaska,AK,"De La Fuente, Roque """"Rocky""""",no party affiliation,1240,318608
2016,Arizona,AZ,"Trump, Donald J.",republican,1252401,2573165
2016,Arizona,AZ,"Clinton, Hillary",democrat,1161167,2573165
2016,Arizona,AZ,"Johnson, Gary",libertarian,106327,2573165
2016,Arizona,AZ,"Stein, Jill",green,34345,2573165
2016,Arizona,AZ,,independent,17473,2573165
2016,Arizona,AZ,"Castle, Darrell L.",constitution party,1058,2573165
2016,Arizona,AZ,,no party affiliation,311,2573165
2016,Arizona,AZ,,democrat,42,2573165
2016,Arizona,AZ,"De La Fuente, Roque """"Rocky""""",american delta party,29,2573165
2016,Arizona,AZ,"Tittle, Sheila """"Samm""""",we the people,12,2573165
2016,Arkansas,AR,"Trump, Donald J.",republican,684872,1130635
2016,Arkansas,AR,"Clinton, Hillary",democrat,380494,1130635
2016,Arkansas,AR,"Johnson, Gary",libertarian,29829,1130635
2016,Arkansas,AR,"McMullin, Evan",better for america,13255,1130635
2016,Arkansas,AR,"Stein, Jill",green,9473,1130635
2016,Arkansas,AR,"Hedges, Jim",prohibition,4709,1130635
2016,Arkansas,AR,"Castle, Darrell L.",constitution party,4613,1130635
2016,Arkansas,AR,"Kahn, Lynn S.",independent,3390,1130635
2016,California,CA,"Clinton, Hillary",democrat,8753788,14181595
2016,California,CA,"Trump, Donald J.",republican,4483810,14181595
2016,California,CA,"Johnson, Gary",libertarian,478500,14181595
2016,California,CA,"Stein, Jill",green,278657,14181595
2016,California,CA,,,120739,14181595
2016,California,CA,"La Riva, Gloria Estella",peace & freedom,66101,14181595
2016,Colorado,CO,"Clinton, Hillary",democrat,1338870,2780220
2016,Colorado,CO,"Trump, Donald J.",republican,1202484,2780220
2016,Colorado,CO,"Johnson, Gary",libertarian,144121,2780220
2016,Colorado,CO,"Stein, Jill",green,38437,2780220
2016,Colorado,CO,Scattering,unaffiliated,31485,2780220
2016,Colorado,CO,"Castle, Darrell L.",american constitution party,11699,2780220
2016,Colorado,CO,"Keniston, Chris",veterans party of america,5028,2780220
2016,Colorado,CO,"De La Fuente, Roque """"Rocky""""",american delta party,1255,2780220
2016,Colorado,CO,"Kopitke, Kyle Kenley",independent american,1096,2780220
2016,Colorado,CO,"Maldonado, Joseph Allen",independent people of colorado,872,2780220
2016,Colorado,CO,"Maturen, Michael A.",american solidarity party,862,2780220
2016,Colorado,CO,"Silva, Rod",nutrition party,751,2780220
2016,Colorado,CO,"Hoefling, Tom",america's party,710,2780220
2016,Colorado,CO,"La Riva, Gloria Estella",socialism and liberation party,531,2780220
2016,Colorado,CO,"Kennedy, Alyson",socialist workers,452,2780220
2016,Colorado,CO,"Kotlikoff, Laurence",kotlikoff for president,392,2780220
2016,Colorado,CO,"Lyttle, Bradford",nonviolent resistance/pacifist,382,2780220
2016,Colorado,CO,"Atwood, Frank",approval voting party,337,2780220
2016,Colorado,CO,"Emidio """"Mimi"""", Soltysik",socialist party usa,271,2780220
2016,Colorado,CO,"Hedges, James",prohibition,185,2780220
2016,Connecticut,CT,"Clinton, Hillary",democrat,897572,1644920
2016,Connecticut,CT,"Trump, Donald J.",republican,673215,1644920
2016,Connecticut,CT,"Johnson, Gary",libertarian,48676,1644920
2016,Connecticut,CT,"Stein, Jill",green,22841,1644920
2016,Connecticut,CT,,,2616,1644920
2016,Delaware,DE,"Clinton, Hillary",democrat,235603,441590
2016,Delaware,DE,"Trump, Donald J.",republican,185127,441590
2016,Delaware,DE,"Johnson, Gary",libertarian,14757,441590
2016,Delaware,DE,"Stein, Jill",green,6103,441590
2016,District of Columbia,DC,"Clinton, Hillary",democrat,282830,312575
2016,District of Columbia,DC,"Trump, Donald J.",republican,12723,312575
2016,District of Columbia,DC,,,6551,312575
2016,District of Columbia,DC,"Johnson, Gary",libertarian,4906,312575
2016,District of Columbia,DC,"Stein, Jill",green,4258,312575
2016,District of Columbia,DC,Blank Vote,,1064,312575
2016,District of Columbia,DC,Over Vote,,243,312575
2016,Florida,FL,"Trump, Donald J.",republican,4617886,9420039
2016,Florida,FL,"Clinton, Hillary",democrat,4504975,9420039
2016,Florida,FL,"Johnson, Gary",libertarian,207043,9420039
2016,Florida,FL,"Stein, Jill",green,64399,9420039
2016,Florida,FL,"Castle, Darrell L.",constitution party,16475,9420039
2016,Florida,FL,"De La Fuente, Roque """"Rocky""""",reform party,9108,9420039
2016,Florida,FL,,,153,9420039
2016,Georgia,GA,"Trump, Donald J.",republican,2089104,4114732
2016,Georgia,GA,"Clinton, Hillary",democrat,1877963,4114732
2016,Georgia,GA,"Johnson, Gary",libertarian,125306,4114732
2016,Georgia,GA,,,22359,4114732
2016,Hawaii,HI,"Clinton, Hillary",democrat,266891,437664
2016,Hawaii,HI,"Trump, Donald J.",republican,128847,437664
2016,Hawaii,HI,"Johnson, Gary",libertarian,15954,437664
2016,Hawaii,HI,"Stein, Jill",green,12737,437664
2016,Hawaii,HI,Blank Vote,,8289,437664
2016,Hawaii,HI,"Castle, Darrell L.",constitution party,4508,437664
2016,Hawaii,HI,Over Vote,,438,437664
2016,Idaho,ID,"Trump, Donald J.",republican,409055,690255
2016,Idaho,ID,"Clinton, Hillary",democrat,189765,690255
2016,Idaho,ID,"McMullin, Evan",independent,60748,690255
2016,Idaho,ID,"Johnson, Gary",libertarian,28331,690255
2016,Idaho,ID,"Castle, Darrell L.",constitution party,2356,690255
2016,Illinois,IL,"Clinton, Hillary",democrat,3090729,5536424
2016,Illinois,IL,"Trump, Donald J.",republican,2146015,5536424
2016,Illinois,IL,"Johnson, Gary",libertarian,209596,5536424
2016,Illinois,IL,"Stein, Jill",green,76802,5536424
2016,Illinois,IL,,,13282,5536424
2016,Indiana,IN,"Trump, Donald J.",republican,1557286,2734958
2016,Indiana,IN,"Clinton, Hillary",democrat,1033126,2734958
2016,Indiana,IN,"Johnson, Gary",libertarian,133993,2734958
2016,Indiana,IN,,green,7841,2734958
2016,Indiana,IN,"Castle, Darrell L.",constitution party,1937,2734958
2016,Indiana,IN,,independent,718,2734958
2016,Indiana,IN,"Emidio """"Mimi"""", Soltysik",socialist party usa,57,2734958
2016,Iowa,IA,"Trump, Donald J.",republican,800983,1565580
2016,Iowa,IA,"Clinton, Hillary",democrat,653669,1565580
2016,Iowa,IA,"Johnson, Gary",libertarian,59186,1565580
2016,Iowa,IA,,,17746,1565580
2016,Iowa,IA,"McMullin, Evan",nominated by petition,12366,1565580
2016,Iowa,IA,"Stein, Jill",green,11479,1565580
2016,Iowa,IA,"Castle, Darrell L.",constitution party,5335,1565580
2016,Iowa,IA,"Kahn, Lynn S.",new independent party iowa,2247,1565580
2016,Iowa,IA,"Vacek, Dan",legal marijuana now,2246,1565580
2016,Iowa,IA,"La Riva, Gloria Estella",socialism and liberation party,323,1565580
2016,Kansas,KS,"Trump, Donald J.",republican,671018,1184402
2016,Kansas,KS,"Clinton, Hillary",democrat,427005,1184402
2016,Kansas,KS,"Johnson, Gary",libertarian,55406,1184402
2016,Kansas,KS,"Stein, Jill",independent,23506,1184402
2016,Kansas,KS,,,7467,1184402
2016,Kentucky,KY,"Trump, Donald J.",republican,1202971,1924149
2016,Kentucky,KY,"Clinton, Hillary",democrat,628854,1924149
2016,Kentucky,KY,"Johnson, Gary",libertarian,53752,1924149
2016,Kentucky,KY,"McMullin, Evan",independent,22780,1924149
2016,Kentucky,KY,"Stein, Jill",green,13913,1924149
2016,Kentucky,KY,"De La Fuente, Roque """"Rocky""""",american delta party,1128,1924149
2016,Kentucky,KY,,,751,1924149
2016,Louisiana,LA,"Trump, Donald J.",republican,1178638,2029032
2016,Louisiana,LA,"Clinton, Hillary",democrat,780154,2029032
2016,Louisiana,LA,"Johnson, Gary",libertarian,37978,2029032
2016,Louisiana,LA,Other,,18231,2029032
2016,Louisiana,LA,"Stein, Jill",green,14031,2029032
2016,Maine,ME,"Clinton, Hillary",democrat,357735,771892
2016,Maine,ME,"Trump, Donald J.",republican,335593,771892
2016,Maine,ME,"Johnson, Gary",libertarian,38105,771892
2016,Maine,ME,Blank Vote,,23965,771892
2016,Maine,ME,"Stein, Jill",green,14251,771892
2016,Maine,ME,,unenrolled,2243,771892
2016,Maryland,MD,"Clinton, Hillary",democrat,1677928,2781446
2016,Maryland,MD,"Trump, Donald J.",republican,943169,2781446
2016,Maryland,MD,"Johnson, Gary",libertarian,79605,2781446
2016,Maryland,MD,"Stein, Jill",green,35945,2781446
2016,Maryland,MD,,,33263,2781446
2016,Maryland,MD,Other,,10921,2781446
2016,Maryland,MD,,no party affiliation,278,2781446
2016,Maryland,MD,"Trump, Donald J.",republican,259,2781446
2016,Maryland,MD,"Clinton, Hillary",democrat,78,2781446
2016,Massachusetts,MA,"Clinton, Hillary",democrat,1995196,3378821
2016,Massachusetts,MA,"Trump, Donald J.",republican,1090893,3378821
2016,Massachusetts,MA,"Johnson, Gary",libertarian,138018,3378821
2016,Massachusetts,MA,Blank Vote,,53775,3378821
2016,Massachusetts,MA,Other,,50488,3378821
2016,Massachusetts,MA,"Stein, Jill",green,47661,3378821
2016,Massachusetts,MA,,,2790,3378821
2016,Michigan,MI,"Trump, Donald J.",republican,2279543,4799284
2016,Michigan,MI,"Clinton, Hillary",democrat,2268839,4799284
2016,Michigan,MI,"Johnson, Gary",libertarian,172136,4799284
2016,Michigan,MI,"Stein, Jill",green,51463,4799284
2016,Michigan,MI,"Castle, Darrell L.",u.s. taxpayers party,16139,4799284
2016,Michigan,MI,,,8955,4799284
2016,Michigan,MI,"Emidio """"Mimi"""", Soltysik",natural law,2209,4799284
2016,Minnesota,MN,"Clinton, Hillary",democrat,1367705,2944782
2016,Minnesota,MN,"Trump, Donald J.",republican,1322949,2944782
2016,Minnesota,MN,"Johnson, Gary",libertarian,112972,2944782
2016,Minnesota,MN,"McMullin, Evan",independence,53075,2944782
2016,Minnesota,MN,"Stein, Jill",green,36986,2944782
2016,Minnesota,MN,,,27247,2944782
2016,Minnesota,MN,"Vacek, Dan",legal marijuana now,11291,2944782
2016,Minnesota,MN,"Castle, Darrell L.",constitution party,9456,2944782
2016,Minnesota,MN,"Kennedy, Alyson",socialist workers,1671,2944782
2016,Minnesota,MN,"De La Fuente, Roque """"Rocky""""",american delta party,1430,2944782
2016,Mississippi,MS,"Trump, Donald J.",republican,700714,1209357
2016,Mississippi,MS,"Clinton, Hillary",democrat,485131,1209357
2016,Mississippi,MS,"Johnson, Gary",libertarian,14435,1209357
2016,Mississippi,MS,"Castle, Darrell L.",constitution party,3987,1209357
2016,Mississippi,MS,"Stein, Jill",green,3731,1209357
2016,Mississippi,MS,"Hedges, James",prohibition,715,1209357
2016,Mississippi,MS,"De La Fuente, Roque """"Rocky""""",american delta party,644,1209357
2016,Missouri,MO,"Trump, Donald J.",republican,1594511,2808605
2016,Missouri,MO,"Clinton, Hillary",democrat,1071068,2808605
2016,Missouri,MO,"Johnson, Gary",libertarian,97359,2808605
2016,Missouri,MO,"Stein, Jill",green,25419,2808605
2016,Missouri,MO,"Castle, Darrell L.",constitution party,13092,2808605
2016,Missouri,MO,,,7156,2808605
2016,Montana,MT,"Trump, Donald J.",republican,279240,494526
2016,Montana,MT,"Clinton, Hillary",democrat,177709,494526
2016,Montana,MT,"Johnson, Gary",libertarian,28037,494526
2016,Montana,MT,"Stein, Jill",green,7970,494526
2016,Montana,MT,"De La Fuente, Roque """"Rocky""""",american delta party,1570,494526
2016,Nebraska,NE,"Trump, Donald J.",republican,495961,844227
2016,Nebraska,NE,"Clinton, Hillary",democrat,284494,844227
2016,Nebraska,NE,"Johnson, Gary",libertarian,38946,844227
2016,Nebraska,NE,,,16051,844227
2016,Nebraska,NE,"Stein, Jill",nominated by petition,8775,844227
2016,Nevada,NV,"Clinton, Hillary",democrat,539260,1125385
2016,Nevada,NV,"Trump, Donald J.",republican,512058,1125385
2016,Nevada,NV,"Johnson, Gary",libertarian,37384,1125385
2016,Nevada,NV,None Of The Above,,28863,1125385
2016,Nevada,NV,"Kopitke, Kyle Kenley",independent american,5268,1125385
2016,Nevada,NV,"De La Fuente, Roque """"Rocky""""",no party affiliation,2552,1125385
2016,New Hampshire,NH,"Clinton, Hillary",democrat,348526,744296
2016,New Hampshire,NH,"Trump, Donald J.",republican,345790,744296
2016,New Hampshire,NH,"Johnson, Gary",libertarian,30777,744296
2016,New Hampshire,NH,,,9618,744296
2016,New Hampshire,NH,"Stein, Jill",green,6496,744296
2016,New Hampshire,NH,Scattering,,2411,744296
2016,New Hampshire,NH,"De La Fuente, Roque """"Rocky""""",american delta party,678,744296
2016,New Jersey,NJ,"Clinton, Hillary",democrat,2148278,3874046
2016,New Jersey,NJ,"Trump, Donald J.",republican,1601933,3874046
2016,New Jersey,NJ,"Johnson, Gary",libertarian,72477,3874046
2016,New Jersey,NJ,"Stein, Jill",green,37772,3874046
2016,New Jersey,NJ,"Castle, Darrell L.",constitution party,6161,3874046
2016,New Jersey,NJ,"Kennedy, Alyson",socialist workers,2156,3874046
2016,New Jersey,NJ,"De La Fuente, Roque """"Rocky""""",american delta party,1838,3874046
2016,New Jersey,NJ,"Moorehead, Monica",workers world party,1749,3874046
2016,New Jersey,NJ,"La Riva, Gloria Estella",socialism and liberation party,1682,3874046
2016,New Mexico,NM,"Clinton, Hillary",democrat,385234,798319
2016,New Mexico,NM,"Trump, Donald J.",republican,319667,798319
2016,New Mexico,NM,"Johnson, Gary",libertarian,74541,798319
2016,New Mexico,NM,"Stein, Jill",green,9879,798319
2016,New Mexico,NM,"McMullin, Evan",better for america,5825,798319
2016,New Mexico,NM,"Castle, Darrell L.",constitution party,1514,798319
2016,New Mexico,NM,"La Riva, Gloria Estella",socialism and liberation party,1184,798319
2016,New Mexico,NM,"De La Fuente, Roque """"Rocky""""",american delta party,475,798319
2016,New York,NY,"Clinton, Hillary",democrat,4379789,7802084
2016,New York,NY,"Trump, Donald J.",republican,2527142,7802084
2016,New York,NY,"Trump, Donald J.",conservative,292392,7802084
2016,New York,NY,"Clinton, Hillary",working families,140041,7802084
2016,New York,NY,"Johnson, Gary",independence,119156,7802084
2016,New York,NY,"Stein, Jill",green,107934,7802084
2016,New York,NY,Blank Vote,,77179,7802084
2016,New York,NY,"Johnson, Gary",libertarian,57442,7802084
2016,New York,NY,Scattering,,48447,7802084
2016,New York,NY,"Clinton, Hillary",women's equality,36294,7802084
2016,New York,NY,,,12816,7802084
2016,New York,NY,Void Vote,,3452,7802084
2016,North Carolina,NC,"Trump, Donald J.",republican,2362631,4741564
2016,North Carolina,NC,"Clinton, Hillary",democrat,2189316,4741564
2016,North Carolina,NC,"Johnson, Gary",libertarian,130126,4741564
2016,North Carolina,NC,Scattering,,47386,4741564
2016,North Carolina,NC,,,12105,4741564
2016,North Dakota,ND,"Trump, Donald J.",republican,216794,344360
2016,North Dakota,ND,"Clinton, Hillary",democrat,93758,344360
2016,North Dakota,ND,"Johnson, Gary",libertarian,21434,344360
2016,North Dakota,ND,,,6397,344360
2016,North Dakota,ND,"Stein, Jill",green,3780,344360
2016,North Dakota,ND,"Castle, Darrell L.",constitution party,1833,344360
2016,North Dakota,ND,"De La Fuente, Roque """"Rocky""""",american delta party,364,344360
2016,Ohio,OH,"Trump, Donald J.",republican,2841005,5496487
2016,Ohio,OH,"Clinton, Hillary",democrat,2394164,5496487
2016,Ohio,OH,,no party affiliation,198733,5496487
2016,Ohio,OH,"Stein, Jill",green,46271,5496487
2016,Ohio,OH,,,16314,5496487
2016,Oklahoma,OK,"Trump, Donald J.",republican,949136,1452992
2016,Oklahoma,OK,"Clinton, Hillary",democrat,420375,1452992
2016,Oklahoma,OK,"Johnson, Gary",libertarian,83481,1452992
2016,Oregon,OR,"Clinton, Hillary",democrat,1002106,2001336
2016,Oregon,OR,"Trump, Donald J.",republican,782403,2001336
2016,Oregon,OR,"Johnson, Gary",libertarian,94231,2001336
2016,Oregon,OR,Other,,72594,2001336
2016,Oregon,OR,"Stein, Jill",green,50002,2001336
2016,Pennsylvania,PA,"Trump, Donald J.",republican,2970733,6115402
2016,Pennsylvania,PA,"Clinton, Hillary",democrat,2926441,6115402
2016,Pennsylvania,PA,"Johnson, Gary",libertarian,146715,6115402
2016,Pennsylvania,PA,"Stein, Jill",green,49941,6115402
2016,Pennsylvania,PA,"Castle, Darrell L.",constitution party,21572,6115402
2016,Rhode Island,RI,"Clinton, Hillary",democrat,252525,464144
2016,Rhode Island,RI,"Trump, Donald J.",republican,180543,464144
2016,Rhode Island,RI,"Johnson, Gary",libertarian,14746,464144
2016,Rhode Island,RI,,,9439,464144
2016,Rhode Island,RI,"Stein, Jill",green,6220,464144
2016,Rhode Island,RI,"De La Fuente, Roque """"Rocky""""",american delta party,671,464144
2016,South Carolina,SC,"Trump, Donald J.",republican,1155389,2103027
2016,South Carolina,SC,"Clinton, Hillary",democrat,855373,2103027
2016,South Carolina,SC,"Johnson, Gary",libertarian,49204,2103027
2016,South Carolina,SC,"McMullin, Evan",independence,21016,2103027
2016,South Carolina,SC,"Stein, Jill",green,13034,2103027
2016,South Carolina,SC,"Castle, Darrell L.",constitution party,5765,2103027
2016,South Carolina,SC,"Skewes, Peter",american,3246,2103027
2016,South Dakota,SD,"Trump, Donald J.",republican,227721,370093
2016,South Dakota,SD,"Clinton, Hillary",democrat,117458,370093
2016,South Dakota,SD,"Johnson, Gary",libertarian,20850,370093
